label,text_lemmatized
2,заказ прийти соответствовать описание тонкий ткань синтетика приятный к тело на мой размер 48-50 подойти 4 xl но можно быть заказать на размер больше спасибо продавец за быстрый доставка
0,здравствовать заказ идти 24 день достаточно быстро за ставить пять упаковка хороший внутри не повредиться джинсы на первый взгляд хороший только на первый и из далекий запах нет но качество изделие полный обзац размер брать 26 для девочка 13 год параметр талия 61 бедро 80 рост у нее 159 и представляете- короткий в шок глядеть на этот модель на картинка нитки- торчать везде кое где запаять именно под огонь даже рассматривать и щупать шов не ровный внутри изделие просто вообще смотреть не хотеться кое где не обработать еще тоже самый главный внутренний подкладка оранжевый цвет грязный на фото не очень видно но прям чуть ли не черный быть сейчас убирать подшивать и стирать мочь дочь поносить не много в сапог но не знать очень разочаровать и собираться покупать не советовать хотя мочь и нормальный попасться а да еще талия занизить
0,очень короткий на рост 177 и ч руководство и с талия
2,товар идти долго и не отслеживаться в россия к сожаление очки оказаться с треснуть стекло хотя упаковать быть хорошо ну такой уж у почта
2,подтверждаю-юбка хороший пошить аккуратно ни к не придирешься цвет как фото единственный для мой рост 1.65 длинноватый быть подрезать
1,не очень довольный данный продукт цвет соответствовать сшить аккуратно думать куртка быть чуть поплотнее теплый
2,отличный майк цвет очень красивый на параметр 88 70 96 идеально подойти размер l брать уже второй майка первый раз ждать 2 мес в этот раз майка до лететь до всего за 14 день еще большой порадовать как всегда резиночка для волос в подарок мелочь а приятный
0,продовец обманщик товар не прийти деньга не вернуть
2,классный пижама на 44 размер заказать м село идеальный спасибо продавец
1,кофта на троечка короткий и широкий квадратный тонкий доставка ок 2 мес отслеживалась только периодически 20 день только судить по трек не мочь отправиться из китай на мой вопрос где находиться товар продавец ответить неопределенно трек не всегда отмлеживается за заявить время товар должный прийти заказывать у данный продавец большой не быть и не советовать на али достаточно более качественный товар за тот же деньга и более ответственный продавец
0,свитер сам по не плохой xl на 46 реально маленький где-то на 42 прийтись отдать дочь подруга на сам дело не плотный на черный лиф просвечиваться синтетика 100 процент
2,хороший водолазка！быстрый доставка！спасибо продавец
2,качество плохой но и цена очень маленький
1,"штаны короткий на 12 см рост 172,5 носить размер м размер л кофта с запас но бы не купить в живой дешевый синтетика с начес"
2,качество пошив на троечка материал тоже
0,не прийти посылка вернуть деньга через открытие спор
0,заказать платье так как много хороший отзыв но продавец вместо платье отправить какой тот тряпка открыть спор деньга вернуть
2,отличный колготки
2,маломерка на мой 44-46 не подойти короткий рукав
0,не понравиться цвет изделие не такой как на картинка вырез очень большой поэтому вид не соответствовать как выглядеть на фотография
2,очень порадовать качество ткань плотный приятный вышивка хороший только размер большеватый и доставка быстрый 2 неделя
2,качественный штаны правда то ли супер высокий посадка толя низкий мотня на рост 168 см и 75-95 брать м практически везде в обтяжка для спортивный стиль лкчш наверно л брать
0,очень очень тонкий что на картинка не соответствовать прийти не советовать
2,юбочка в новосибирский область приехать ровно за месяц принести курьер домой цвет как на картинка качество довольный мой рост 158 см по длина до середина икр немного помяться за поездка но отпарить отвесититься и быть
1,страз отпадать не сильно но неприятный
2,очень хороший куртка сначала заказать на размер большой и быть великоватый а сейчас xl как раз по размер носить 46 российский расцветка шикарный
1,не подойти по размер чуть маленький в рука сильно маленький аж жать невозможный красивый кофта очень жаль что не подойти
2,4 звезда просто протянуть за ухо пожар явно не стоить свой деньга материал гольная синтетика пошив на троечка торчать нитка из положительный только веселый расцветка и быстрый доставка советовать поискать более стоящий
2,товар довольный полностью соответствовать описание весь шов идеальный очень мягкий и приятный костюмчик к тело заказ отслеживаться закахывала размер xxl подойти идеально
1,майка очень маленький обтянуть и короткий казаться такой майка должный быть великоватый
1,на свой s заказать m рост 170 свитер в обтяжка рукав слегка коротковаты и сам не особо длинный в общий водолазка в обтяжка надо быть брать l качество так синтетика хоть и мягкий
0,не рекомендовать заказывать у данный продавец товар так и не получить открыть спор не захотеть возвращать деньга но когда вмешаться служба данный сайт вернуть деньга
1,колготки на один раз если все же купить страз цепляться за нога не складывать относить 2.5 час 1 раз сходить в туалет влезть и на девушка килограмм 70 тянуться хорошо но очень не прочный
1,продавец отправить заказ через неделя после 2-х мой обращение к остаться без ответ в москва заказ прийти через 11 день после отправка футболка нормальный не чистый хлопок но приятный надпись после стирка немного помяться хотя стирать на режим шерсть на мой объем 88-62 размер хорошо подойти модель приталенный и укоротить не так как на картинка
1,куртка хороший с размер не ошибиться но оценка снизить за доставка очень долго и посылка не отслеживаться программа выдавать не правильный трек посылка после как написать продавец посылка привезти курьер на работа
1,товар прийти быстро качественно весь сработано курт понравиться жаль только не подойти по размер продавец спасибо
2,качество отличный быстрый доставка
0,пол посылка прийти заказывать два пара еще и деньга не хотеть возвращать
0,заказ так и не прийти открыть спор деньга вернуть
1,не что на фото
1,на фото свитер выглядеть объемнее рукав чуть коротковатый торчать нитка на внутренний сторона много запас ткань почему-то этот ткань мочь бы уйти в длина рукав
1,трусик красивый хороший приятный к тело на объем бедро 116 подойти 2 xl единственный но очень низкий спереди
2,юбка совсем коротенький а так ни че хороший
1,голубой цвет не такой яркий как на картинка доставка около месяц очень долго ведь заказывать такой же шарф но у другой продавец и заказ приехать через два неделя
2,прекрасный обожать спасибо спасибо спасибо
0,прислать с пятно отказаться возвращать средство первый заказать хороший быть второй с брак вести спор предлагать скидка на след покупка а нафиг надо сейчас пятно на попа и как ходить стирка и замачивание не помочь
1,кофта просвечивает а так хороший
2,идти долго плотный не пахнуть не супер ярко красный
1,вещь отличный плотный смотреться дорого пошить аккуратно выиграть донный вещь в халява очень обрадоваться хотеть под кроссовок носить оплатить и попросить продавец выслать размер 2 xl бы как на модель примерно смотреться продавец не ответить а когда выслать свитер размер l только тогда написать что мочь выбрать размер совершенно игнорировать мой письмо написать что очень расстроить такой обстоятельство дело в надежда что порекомендовать компромис но ува не первый раз выигрывать в халява и что размер продавец уточнять короткий получить длинный в полировать водолазка
1,заказать х 1 но реально маленький
1,сколько ни читать отзыв ни читать описание сколько ни пытаться понять какой же нужный размер не подойти в описание указать лишь вес девушка класс тип должный весить обязательно не меньше 62 кг чтобы мой размер быть х l а у вот просто жопа толстый далее в таблица указать что при xl бедро до 103 у 98 ну заказать а маленький читать этикетка а там xl 175/95 уважаемый продавец даже не посмотреть написать на этикетка его товар и указать неверный размер в таблица
0,на данный рождественский чудо жаль потратить деньга очень быстрый доставка за поставить 5 звезда
0,ужасный синтетика бесформенный плохо прошить возврат стоить дорогой чем сам товар оставаться только выбросить спор закрыть товар не вернуть
2,доставка в подмосковье примерно 3 неделя с отслеживание трек на вид небольшой но на мой от 76 и об 106 натянулась без проблема резинка пояс тугой при больший талия чем у быть врезаться трикотаж хоть и синтетика но на ощупь приятно бархатистый светлый место немного просвечивать облегать и подчеркивать фигура довольный покупка спасибо продавец
2,тонковатый но так и планировать под юбка чтобы кататься на велосипед
1,доставка быстрый описание не соответствовать вообще полный синтетика принт не такой яркий как на картинка цена средний дома можно ходить
1,платье отличный на размер 46-48 село идеальный прийти за 3 неделя трек отслеживаться очень давольный спасибо продавец быть заказывать еще
0,отправленный платье быть очень быстро но прийти браковать верх быть кривой ткань лишний быть захватить швейный строчка верх платье прийтись полностью перешивать нашивка на юбка сделать толстый похожий на шерсть нитка очень тяготить шифон на пришить фото добавить поздний
0,заказ не прийти открыть спор деньга вернуть потерять четыре месяц продавец не рекомендовать
1,очень хорошо
1,не прийти
2,купить пуховик 11 ноябрь доставить прямо домой через 2 неделя качество прекрасный на размер 92-7-96 при рост 172 размер м село отлично волноваться потому что похудеть а ранний носить куртка l но отличный очень довольный качество товар и продавец и транспортный компания
0,прийти кофта вместо юбка и прежде чем получить заказ продавец закрыть заказ как будто получить
0,товар прийти до хмао за 20 день мелкий пакет хорошо упаковать герметичный разочарование что товар прийти не тот цвет замок железный застегиваться с труд шов желать хороший в описание не указать из какой материал а материал флиз заказать l на 42 размер большой на 44-46 смотреться не хорошо
2,платье идти месяц на наш 44 размер м хорошо подойти немного нитка прийтись обрезать а так хороший за этот деньга
2,кофта отличный ноша с удовольствие на 42 заказать s подойти отлично даже немного свободно продавец рекомендовать
1,куртка подойти и цвет и размер подойти только очень долго доставлять
1,на картинка смотреться намного плотный на сам дело как толстый колготки
2,размер м явно на бедро больше 95 так вроде качество не плохой
1,не сидеть хорошо надо расстегивать весь пуговица тогда плечо много видно
0,почему прийти стринг хотя заказывать обычный трусик
2,заказывать xl на 46 размер вроде бы впору но плечо почему то узковатый приходиться поправлять ткань приятный гладкий не пушистый рукав не короткий
2,очень понравиться колготки красиво смотреться на нога качество мягкий и приятный на вид прочный но с этот продавец открыть спор по другой товар к прийти рваный колготки поэтому как повезти
0,что за непонятный тряпка с ржавый дырка бесформенные повестись на отзыв хороший откуда вообще человек вообще слепой в такой стремный выйти даже и даже на огород понимать что всего 6 но убедиться что хороший вещь не мочь стоить 6 бакс лучше добавить еще 10 и быть счастие
1,товар не прийти спасибо продавец что хоть деньга вернуть
1,размер маленький уминь вообще размер m заказать l и маленький
0,отвратительный кофта ткань кошмарный тряпка не тянуться совершенно не растегиваться надо умудриться одеть через голова
1,у данный модель очень плохо прошить весь шов торчать нитка
1,заказать l прислать s
1,не знать на шить пуговица находиться под грудь коротковатый широковатый а так красивый на лето хорошо
1,маленький короткий и очень тонкий
1,мммм даааа ведь знать же что дешевый значить г полный и все же заказать расстроить совершенно не соответствовать описание на спина огромный кусок джинса вместо окуратный спинка ткань что из ряд вон запах хлоркой просто зашкаливать вобщий самый ужасный покупка на али быть в на дача ездить не жалко
1,размер немного не соответствовать
2,очень хороший топ заказать теперь черный
1,блузка хороший и вышивка качественный вот только размер вообще не такой на рост 165-170 брать l размер ибо m очень и очень маленький рукав короткий и блузка тоже доставка поразить буквально за 10 день прийти на место назначение очень жаль что так получиться с размер c
2,блузка супер очень приятный к тело ткань выглядеть как на картинка на 44-46 р брать xl село отличный
1,плохой качество ткань
1,ну так на картинка хороший в 100 раз трусик совсем крошечный смотреться дешево халат не сходиться изначально и задумать чтоб не сходиться а в описание нет
1,товар соответствовать описание доставка два месяц до омск
0,получить этот куртка только открыть и в волосок одевать невозможный весь линять плюс к подкладка весь грязный весь какой-то кривая
2,мягкий и теплый сережка из жемчуг в подарок спасибо быть заказывать еще
2,получить свой рубашка очень понравиться мой рост 154 вес 50 ноша 42 размер рубашка сидеть хорошо достаточный свободно как любить рубашка брать размер м продавец большой спасибо
2,супер размер 6 xl на 54
0,товар нет ждать возврат деньга
2,збс
1,не соответствовать размерный таблица
0,размер не подойти слишком большой хотя взять самый маленький
1,лифчик и трусик говнецо конечно лиф вообще кошмар ну мочь на девочка с больший грудь и сойти
0,ужасный товар не прийти продавец не возвращать деньга
0,изделие не соответствовать описание ткань намного тоньше никакой это не толстовка а тонкий трикотажный блуза плохой качество внутренний шов обработать неровно нитка торчать заклепка один треснутый в итог после стирка стирать на рука отвалиться оставить после дырка продавец компенсировать 3 евро чтобы закрыть спор но мой настроение не улучшить не советовать покупать это барахло
2,платье просто супер сшить оч аккуратно посмотреть быть после стирка заказ довольный продавец молодец рекомендовать
1,ужасный ткань похожий на ткань для зонтик только намного тоньше на рост 170 коротковатый очень просвечивать носить беда только дома
1,сеточка неровный шов спереди и очень видно юбка не стоить такой деньга 909 рубль доставка больше месяц в волгорадский область
2,шапка миленький как на фото быть не большой запах в новосибирск прийти за 20 день
0,не прийти а вообще это платье хорощий заказывать второй но не получить л на 46
0,товар не прийти вернуть 62 руб самый ужасный продавец
1,кардиган хороший длинный теплый на рост 176 выше колено рукав не короткий но общение с продавец недовольный так к товар не отправлять больше неделя товар прийтись ждать больше месяц
2,отличный кофта доставка 10 день
2,блузка понравиться материал хороший сшить качественно спасибо
1,цвет не соответствовать картинка большой фиолетовый с блеск материал как клеенка на параметр ог 104 от 90 размер xxl сесть хорошо продавец быстро отправить посылка
0,заказ не прийти деньга не вернуть кончить продавец не заказывать у
1,товар так и не прийти
2,платье очень крутой по размер качество на высота весь советовать
2,великолепный
0,это просто ужас первый раз здесь встречать такой ни товар ни деньга начаться с что у заканчиваться защита товар а товар быть еще в путь продавец на посоветовать открыть спор в итог открыть спор а через день товар уже отслеживаться на почта в мой город и спор закрыть приехать на почта не приходить причем ни в один отделение связь наш город через пара день опять писать продавец говорить открыть спор и вернуть деньга объяснять что спор уже закрыть и в итог продавец молчать
0,блузка прийти ужасный как полотенце в дырка открыть спор предложить отправить почта назад заплатить за отправка и ждать еще месить когда прийти а потом вернуть деньга не рекомендовать ни продавец ни алиэкспресс вещь всегда браковать и деньга не возвращать
0,посылка не отслеживаться прождав полтора месяц открыть спор деньга вернуть
2,яркий и красивый голубой цвет удобный капюшон взять чуть большой под свитер купить лето не знать как быть носиться зима
0,вещь полный синтетика материал воздух не пропускать множество дырка нитка плохой расходиться печать куда съехать
0,прийти кофта с ужасный запах краска сполоснуть рука в вода с кондиционер вода стать черно-зеленый краска на половина облезлый даже не тереть особенно видный разница на плечо
1,товар не соответствовать с товар на фотография очень тонкий зима в можно замерзнуть
2,платье очень хороший рекомендовать весь ниточка ровный нигде не торчать
0,хрень редкостный весь погнутый и в залом под одежда очень заметный и главный размер д нарма сесть только подружка на 1 размер тк почти нет изгиб чашка для грудь просто почти ровный чашка из плюс клейкий часть не оторвать деньга выкинуть зря
2,товар так и не прийти но продавец возвращать деньга
1,больший очень расстроиться заказать l на 46 российский выбирать по размерный сетка продавец смело можно быть брать м даже не можно ли ушить вообще крой немного странный в талия норма а где бедро мешок впереди
0,долгожданный платье получить цвет соответствовать описание но далекий начаться несостыковка шов частично распустить кое-где торчать нитка этикетка отрезать далекий проблема с прошить по шов находиться сзади на расстояние 20-30 см от подол весь в сборка подол тоже весь перевернуть продавец на письмо не реагировать так что советовать задуматься перед как делать заказ
2,спасибо подойти по размер и за подарочек спасибо
2,супер быть сломать мония продавец дать скидка
0,very very bad pants xl like xs quality very poor and bed seller very cheating
0,прийти не тот цвет что на картинка
2,качество супер на небольшой рост сидеть идеально доставка в 39 регион всего 11 день спасибо продавец рекомендовать
1,на кофта быть два маленький дырка возле плечо
0,просто 0 несоветую ни в кой случай
2,крутой сарафан с шикарный качество
2,очень хороший куртка на весна стильный модный не плащ а именно куртка цвет чуть темнее чем на фото классный карман качественно прошить очень хороший молния у этот продавец покупать уже не первый куртка супер у за такой деньга не купить продавец замечательный общительный все подсказать рекомендовать не пожалеть
2,быстрый доставка трек не отслеживаться качество мягкий правда просвечивает
1,размер не соответствовать заявить размер l очень маломерит
0,заказывала 3 xl рубашка прийти нужный размер но сильно маленький чем в описание объем грудь в описание 120 см по факт 112 см запах от изделие очень сильный и нитка очень много торчать написать продавец до как открывать спорт предложить вернуть 1 рубашка носить не мочь открыть спор полный возврат
2,куртка очень понравиться но 2 хл в грудь тесновато отдать сестра с восторг носить этот куртка доставка около 2 неделя спасибо
2,шапка хороший теплый доставка быстрый помпон отстегиваться
2,спасибо
1,доставка больше месяц продавец дать не тот трек но когда пригразить спор дать норма трек доставка прямо домой но качество оставлять желать хороший не советовать ткань очень тонкий и электролизоваться просто ужас на грудь 110 очень большой
2,рубашка клевый необычный слить аккуратно прийти в срок
1,заказать размер с прийти как будто л огромный штаны
0,юбка прийти большой хотя измерять по табличка качество мой мама не понравиться нитка не где не торчать
1,силиконовый основание отходить от лиф
2,платье прийти в москва за два неделя продавец отправить товар почти сразу хотя с не общаться на размер 44 заказать размер м подойти хорошо заказать цвет серый вживую оказаться очень красивый с голубой оттенок платье в носок очень теплый в помещение в очень жаркий но сшить очень хорошо качественно товар и продавец рекомендовать
1,ткань с подкладо ну ооочень много пузыриться между нога выглядеть крайне некрасивый сзади и спереди в общий вид не плохой но вот промежность или перешивать убирать там часть ткань или выбрасывать вставить в петля как тут возмущаться не сложный тянуться
2,платье прекрасный но очень долго идти и за это время успеть похудеть на размер брать м а теперь у s или даже xs надеяться что отожраться обратно к апрель потому что платье брать для свой день рождение
2,размер подойти и главный очень приятный к тело
1,немного не ожидать слишком широкий для такой длина
1,куртка хороший ну рукав очень короткий в размер 3 xl всего 57 см в размерный ряд такой длина в размер s заказывать самый большой размер из-за длина рукав а тут либо брак либо описание не соответствовать носить не возможный
2,штаны хороший размерной сетка соответствовать доставка в москва почти 2 месяц
1,похоже на натуральныий ткань но когда рубашка одеть тело чешетиться не приятный на тело как стекло даже после стрика и утюг не стоить 500 р
1,прийти 1 класс дочка понравиться мне_нета тонкий меховушка синтетика поносить посмотреть
2,прийти весь целый с размер не угадать трек отслеживаться продавец общительный положить подарочек мелочь а прияно
2,красивый свитер плотный вязка но уж больно длинный рукав подворачивать
1,на размер 52-54 заказать цвет черный размер 3 х сесть хорошо высокий посадка по размер в верхний часть брюки на нога в обтяжка по размер длинный до щиколотка цвет насыщенный черный совершенно без запах не понравиться сесть нормально в обтяжка но сам ткань как дешевый сатин у из такой ткань шить дешевый рабочий одежда единственный отличие от сатин этот ткань тянуться но совсем не утягивать на нога образоваться некрасивый сборка мочь если растянуться и стать посвободней быть лучше продавец отправить посылка вовремя доставка быстрый магазин рекомендовать товар нет
1,мех ужасный куртка выглядеть максимум на половина свой стоимость на ог 116 взять 2 xl в самый раз на рост 160 см длина рукав только только на большой рост надо быть разгибать отворот цвет ягодный неплохой а вот сиреневый грязноватый капюшон глубокий на на голова ладом не ложиться стоить кол высокий стойка закрывать весь шея
2,продавец сказать что размер у данный товар единый до 75 кг но на рваный этикетка быть написать другой л по размер подойти нитка торчать практически с весь швов☹ и еще около пояс на штанина обнаружить дыра очень быть обидный к лосил реально классный и по посадка и по толщина уверить очень теплый шов и спереди и сзади что для не маловажный нет эффект толстый колготки боковой вставка систо декоративный на мой взгляд думать без сидеть бы так же хороший быть бы неплохой наличие декоративный задний кармашек про косяк открыть спор часть деньга вернуть судить по отзыв единичный случай возможно прод не заметить дырка когда отправлять сам заметить не сразу
2,не понравиться цвет сшить хорошо
1,цвет не такой вязка в крупный дырка такой ощущение что вот-вот развалиться качество оставлять желать хороший покупка не довольный с продавец не общаться
0,товар не прийти но продавец вернуть деньга через спор т к сам не хотеть возвращать
0,заказ не прийти тоже не отслуживаться вообще просто быть указать что продавец отправить и продлевать защита но надоесть один обещание и никакой отслеживание разочарование
2,классный костюм заказывать второй уже очень мягкий качественный супер спасибо продавец
2,дошло за 18 день очень красивый но по картинка складываться впечатление что теплый на дело же потоньше и коротковатый на рост 170
0,доставка быстрый но размер не соответствовать
0,качество кофта отличаться и размер этот кофта меньше этот кофта недовольный а другой черный довольный
2,быстрый доставка отличный качество в точность как на картинка размер подойти брать на два больше чем у огромный спасибо продавец
0,товар не дойти время ожидание выйти почти сполый месяц назад быть в отпуск но продавец вернуть деньга вино не продавец отправить но как всегда почта россия отметиться
0,ужасный качество прошить плохо ткань просвечивать и неприятный к тело
0,не довольный покупка совсем материал синтетика кашемир заявить 40 а вообще нет этикетка о состав ткань с изделие срезать с продавец не общаться зачем нервничать итак ждать 2 месяц
1,3 звезда лишь за что не хлопок а как атлас и торчать нитка а так яркий футболка
1,костюм разочаровать на 44 р-р рост 164 продавец посоветовать l надо быть брать xl штаны непропорционально маленький да и вообще не любить вещь в ни рука поднять ни нога согнуть и видно на фото что на брюки очень пришить орел планировать носить этот костюм на улица и куда в такой кривой джемпер отличный и ткань хороший теплый но брюки прямо разочаровать в целое выглядеть как дешевый вещь с али ч думать сам в магазин б такой за 2 с лишний никогда не взять
0,посылка не прийти и деньга не вернуть
0,ждать 3 месяц не дождаться продавец вернуть деньга
2,платье смотреться очень элегантно порадовать шов ровный ткань хороший сзади молния прошить хорошо как на картинка товар заказать 24.11.17 г прийти 12.12.17 г отправить не сразу день через 4 или 5 плюс за экспресс доставка размер подбирать по отзыв размер около 92-64-93 рост 164 см открывать при жена быть удивить и рад сюрприз нитка же в некоторый место торчать последний фото но снимать звезда или открывать спор не стать мелочь жизнь в целое очень довольный заказать другой модель тоже продавец спасибо поработать хорошо
2,на размер 44-46 заказывать размер l подойти идеально качество хороший
1,размер подойти м спасибо отзгыв но ткань оставлять желать хороший совсем не на модель выглядеть как штора и качество совсем другой мочь повезти и выслать то быть заявить не повезти плюс что посылка дойти быстро
